1,хэрэв ингэж чадахгүй бол бидний хувьд ерөнхийлөгчийн тавьсан шаардлагыг дэмжих тал руугаа явна
2,тэрээр сүүлийн 26 жил ганц ч өдөр амралгүй ажилласан тухайгаа ярьсан нь хятадын хэвлэлүүдэд нийтлэгдэж байжээ
3,гэхдээ бид энэ компанийг ажиллуулахгүй
4,"сайн байна уу, таныг хэн гэдэг вэ"
5,"зуны тэргүүн сар гармагц айл бүр унагаа барьж, гүүгээ саадаг юм"
6,шинээр ирсэн оюутнууд соёлын өдөрлөг хэзээ болох вэ?
7,"гэвч хөдөө, орон нутгийн замд зорчиж буй жолооч нар зайлшгүй зогсолт хийсэн үедээ замын зорчих хэсгийг бүрэн чөлөөлдөггүй, ослын зогсолтын тэмдэг байрлуулдаггүй"
8,харин монголд салбар бүрт манлайлагч эмэгтэйчүүд бий
9,"улаанбаатар-дарханы хооронд түр зам гаргах чиглэл өгчээ улаанбаатар-дархан чиглэлийн авто замын шинэчлэлтэй холбогдуулан авто замын өнөөгийн байдал, цаашид авах арга хэмжээг тодорхойлж"
10,2018 онд 29 улсын 531 иргэнийг албадан гаргажээ
11,эх сурвалжийн мэдээлснээр 300 орчим сая төгрөгийн үнэ бүхий хар тамхи хурааж авчээ
12,1919 онд үндсэн хуулиа баталж буй болсон ваймерийн бүгд найрамдах улс гэж байсан
13,төв аймгийн дэлгэрхаан сумын угшилтай түүний эхнэр дуламрагчаа нь 1963 онд эхээс мэндэлжээ
14,"хүлэмжийн аж ахуйн хэрэглээний эрчим хүчийг өвлийн улирлын шөнийн тарифын хөнгөлөлтөд хамруулах, үр тариаг төмөр замаар тээвэрлэх боломж бүрдүүлэх, ургац тээврийн хүнд даацын автомашины тоог нэмэхээр болов"
15,үзэсгэлэнд орсон ихэнх зураг нь ховд аймгийн нэг гэр бүлийн зураг байсан
16,бяцхан үнэт эдлэлийн дэлгүүрийн эзэд болох алтны дархан пер эневолдсен болон түүний эхнэр винни нар
17,түүний ярилцлагыг үзнэ үү
18,явган хүмүүс гудамжны захын өндөр байшингийн хаяагаар чихцэлдэн цувна
19,энэ бол мэдрэмжтэй улс төрчийн хийх зүйл огт биш
20,"харин дээрх үүргээ биелүүлэхийг үйлчилгээ эрхлэгч аж ахуйн нэгж, хуулийн этгээдэд заагаагүй бөгөөд зөрчлийн тухай хуульд торгох зохицуулалт алга байгаа нь тус хууль хэрэгжих боломжийг хязгаарлаж байна"
21,гадаадад суралцагчдыг зээлээс чөлөөлж байгаа юу?
22,"монголын дуу хоолой радио мэдээлэл сайтай, нэвтрүүлгээ өвөрмөц сонирхолтой хийдэг"
23,нөгөө талаас дэлхийн газрын тосны үнэ нь манай бензиний үнэд шууд нөлөөлдөг
24,үзлэгийн үеэр тэдний халааснаас 5 грамм орчим мансууруулах төрлийн бодис илэрсэн байна
25,"даунтай хүнээс дөлдөг, эсвэл тэднийг хэт өрөвдөж ялгаварлан гадуурхдаг хандлага манай нийгмээс арилаагүй хэвээр л байгаа"
26,"эрэгтэй хүүхдээс ч долоон дор байх ч гэж дээ, ер нь болъё, энэ хэцүү сургуулиас гарах юмсан гэсэн бодол даваад ирлээ"
27,сүрьеэ өвчний эмчилгээг хэрхэн хийх вэ
28,"ингэхэд та өмнө нь хаана, ямар алба хашиж байв?"
29,мөн үүнтэй зэрэгцэн стандарт банкнаас английн дээд шүүхэд энэ мөнгийг яаралтай төлүүлэхээр шийдвэрлэж өгөөч гэж хандсан байсан
30,"биедээ олон шивээс, олон газар цоолж ээмэг зүүлт зүүсэн нь сэтгэцийн эмгэгийн шалтгаан болж байна"
31,эхний зөвлөмжийг өнгөрсөн онд үндэсний аюулгүй байдлын зөвлөл (үндэсний аюулгүй байдлын зөвлөл)-өөс гаргасан
32,"ундны усны эх үүсвэр нь үерийн ус, жорлонгийн бохиртой нийлж, улмаар хүн ундаалах аргагүй болж, иргэд ундны усаа машинаар зөөж хэрэглэх болсон юм"
33,зарим хүн америкийн нэгдсэн улсын ерөнхийлөгчийн засаглалыг тэр чигээр нь хуулчихвал эдийн засгийн болон бусад асуудлаа шийднэ гэж хөнгөмсгөөр найддаг
34,энэ хэдэн он билээ эрдэнэ 1979 он шүү дээ
35,москвагийн олон улсын харилцааны дээд сургууль төгссөн залуу эрд монгол улсын гадаад харилцаанд жинхэнэ хүч сорих зүйл барагтай байсан болохоор биеийн тамирын дээд сургуульд явах минь яалаа
36,баянхошуу дэд төвийг түшиглэсэн 240 хүүхдийн цэцэрлэг ашиглалтад орлоо
37,энэ хүрээнд монголын талаас санал болгосон
38,аян 2018 оны аравдугаар сарын 29-ны өдрөөс арваннэгдүгээр сарын 15-ны өдрийг хүртэл үргэлжилсэн байдаг
39,"хохирогчдын хамгийн залуу нь найман настай, ихэнх нь 20 гаруй насныхан байсан юм"
40,шүүх эрх мэдлийг ердөө гуравхан этгээдэд шилжүүлэн өгөх операц үүнтэй зэрэгцэн явагдлаа
41,дээрээс нь дотоод болон гадаад аудитын шалгалт хийгдэж байж судалгааг үнэн гэж санал нэгдэн баталдаг юм билээ
42,"бид хоёр нь хоёр хүү, гурван охин, өлгийдөн авч таван хүүхдийнхээ хайрт эрхэм хүндэт аав ээж нь болсон"
43,гэхдээ японд ийм зүйл хийхэд мөнгө их хэрэгтэй байдаг болохоор бага зэрэг асуудал байна
44,"л.жавзмаа: тагнуулынхан миний хүүг анх барихдаа л дарамтлах хүн, өрөөг бэлдсэн байсан"
45,үнэхээр юм хийх цаг нь болсон” гэсэн байсан
46,“монгол улсын ерөнхийлөгчийн нэрийн өмнөөс дэлхий дахин дахь монгол улсын соёлын дүр төрхийг бүрдүүлэх салбарт хийсэн түүний үйл ажиллагааг өндрөөр үнэлж
47,шинэ нөхцөл байдалдаа тохирсон арга хэлбэрээр аливаад хандахыг л цаг үе биднээс шаардаж байна
48,согтуурах донтой өвчний улмаас эмчлүүлэхээр ирж байгаа хүмүүсийн 50-60 хувь нь ямар нэгэн суурь өвчтэй ирдгээс эмчилгээнд хамрагдах боломжгүй эсвэл дундаас нь зогсоох шаардлагатай болдог байна
49,"хувь хүний гар дээрээс ил задгай газар, чанаргүй, баталгаагүй, хариуцлага хүлээх чадваргүй, эргэн холбогдох боломжгүй нөхцөлд үйлдвэрлэгдэж,"
50,"энэ хооронд аав, ээж нь хүүхдүүдээ хайж ирдэг"
51,үүний тулд хаана ямар дээлтэй байгаагаа эхлээд мэдэж авъя
52,"шинэ зүйл сурах, хүлээж авахад хамгийн тохиромжтой нас бол хүүхэд нас"
53,"эцэстээ ханшийг барихын тулд бодлогын хүүг нэг нэгжээр өсгөж, 11 хувьд хүргэв"
54,"аав, ээж нь юм чинь гээд загнаж аашлах туслах хөвгүүд цаашилдаг"
55,"твиттер энэхүү өөрчлөлтөөсөө өмнө, өнгөрсөн жил нэг ижил жиргээг олон дахин жиргэх, нэг ижил контентыг олон дахин түгээсэн тохиолдолд тухайн хэрэглэгчдэд хязгаарлалт хийх өөрчлөлтийг эхлүүлж байсан юм"
56,"тухайлбал: 1. эдийн засгийн доройтол, ядуурал: 2017 оны байдлаар нийт өрхийн 29.6 хувь нь ядууралд өртсөн байна"
57,"дотоодын, үйлдвэрлэгч стартапууд box co-trading төвд цуглана"
58,"уг арга хэмжээний үеэр авилгаас урьдчилан сэргийлэх, авилгын эсрэг хууль тогтоомж, зөвлөмжийн хэрэгжилтийг хангах"
59,тэгвэл энэхүү мэдээлэлтэй холбоотойгоор монгол банканд ажилладаг хэрнээ банк бус санхүүгийн байгууллагатай гэгдэх нэр бүхий таван хүнд ёс зүйн хариуцлага хүлээлгэсэн тухай монгол банкны хэвлэлийн төлөөлөгч мэдээллээ
60,ямар хэмжээний дарамт болох тооцоо байдаг уу?
61,"энэхүү гэрийг шинэлэх, цагаалах ёслолыг гүйцэтгэхээр саяхан бэлтгэсэн бололтой"
62,"энэ нь шууд бусаар эрдэс баялгийн онгон ордуудыг илрүүлэхэд хүргэсэн гэх ба тэр үед л бидний одоогийн хэрэглээний салшгүй хэсэг болсон алт болон бусад үнэт металл, чулууг олж авчээ"
63,бид хоёрын яриа өндөрлөх дөхөж байна
64,өдөр бүр гарч буй ололт амжилтыг дагаад хэрэглэгчид хөгжих зайлшгүй шаардлага үүсэж байгаа
65,"бүсгүй минь, нүүрээ угаа” танд хөдөлшгүй итгэл найдвартайгаар, бас нугаршгүй тууштайгаар хүсэл тэмүүлэл дүүрэн, хэзээ ч бууж өгөлгүйгээр, аз жаргалтай амьдрах ухааныг заах болно"
66,"одоо тэнд байгаа авто замыг өргөсгөж, үлдсэн талбайг тохижуулах ажил хийгдэнэ"
67,солонгосын тал солонгосын хойг болон зүүн хойд азийн энх тайван аюулгүй байдлыг хангахад чиглэсэн монгол улсын оруулж буй хувь нэмрийг өндрөөр үнэлж байгааг тэмдэглэв
68,эхлээд засаг төрд нь санал болгоход түүнээс нь татгалзсан байх жишээтэй
69,"үүнээс гадна оросын эрх баригчид, төрийн байгууллагууд, улс орны бэлгэдэл, үндсэн хуулийг онлайн орчинд доромжилсон этгээдэд 100,000 хүртэл рублийн торгууль оногдуулна"
70,уралдааны морины пүүс гэхэд л зуу гаруй адуутай байдаг байх сурав тэгвэл энэ адуучин 240 гаруй адуутай юм байна
71,энэ хугацаанд охидуудын дунд олон асуудлууд гарч ирдэг
72,"гэхдээ бид ширээний ард соёлтой, ухаалгаар шийдэх ёстой"
73,эхийн алдар 2-р зэргийн одонгоор шагнуулсан
74,дэмбээ дахин орж ирэх нэвт монгол орон адуугаараа дэлхийд арвын дотор багтдаг
75,"тэр машины жолооч нараас энэ машины сайн тал нь юу байна, дутагдал нь юу болох, түүнийг яаж өөрчлөх вэ гэсэн саналыг жил бүр авдаг байв"
76,"ёслолд монгол улсын засгийн газрын тэргүүн, энэтхэгийн дотоод хэргийн сайд ражнат сингх хамт оролцсон нь төслийн ач холбогдлыг дэлхий нийтэд харуулсан"
77,"харин өмнөх сартай нь харьцуулахад арван нэгдүгээр сард импорт 495.9 сая ам.доллар болж, 126.1 сая доллар буюу бараг 20 хувь буурчээ"
78,"сумын аварга мэргэжилтнээр 2 удаа, аймгийн аваргаар 1 удаа, эрүүл мэндийн яамны хүндэт жуухаар шагнагдан, тэргүүний ажилтан цол тэмдэг хүртжээ"
79,"энэ онд хүлээгдэж буй гүйцэтгэлээр: 59.5 мянган хүн нийгмийн халамжийн тэтгэвэр, 59.1 мянган хүн асаргааны тэтгэмж, 42.2 мянган хүн"
80,цаасны ч хэрэг байхгүй
81,энэ ажил 13 жил үргэлжилж 400 сая доллар зарцуулжээ
82,"ард түмэн төрөө төлөөллийн хүнээрээ дамжуулж төрөө мэднэ үү гэхээс өөрсдөө цугларч хуулиа батлаад, өөрсдөө хүн шийтгээд яваггүй биз дээ?"
83,"яармагийн гүүрний ачаалал гурав дахин буурна шинээр ашиглалтад орж буй яармагийн гүүр нь дөрвөн эгнээ бүхий 250 метр урт, 20.5 метр өргөнтэй"
84,"үнэ: зузаан тааран уут хоёр ширхэг- 5,500 төгрөг нимгэн тааран уут хоёр ширхэг- 4,500 төгрөг нейлон уут хоёр ширхэг- 3,500 төгрөг"
85,оросууд арга ядаад мөнгө барьж байх козин гэгчийг явуулжээ
86,"албан бичгээр нэрсээ өгсөн бол нийслэлийн иргэдийн төлөөлөгчдийн хурлын хуралд орж, саналаа хэлэх боломж байсан"
87,"нийгмийн бодлого, боловсрол, соёл, шинжлэх ухааны байнгын хорооны өнөөдрийн хуралдаанаар хүүхдийн эрхийн тухай болон хүүхэд хамгааллын тухай хуулийн хэрэгжилтийн талаар хөдөлмөр, нийгмийн хамгааллын сайдын мэдээлэл сонсов"
88,уулзалтын үеэр пап лам солонгосын хойгт энх тайван тогтоох үйлсийг тууштай дэмжиж байгаа илэрхийлжээ
89,одоо ч гэсэн манайд ажилласаар л байна
90,“мэргэжлийн хяналтын байцаагчид газар дээр нь арга хэмжээ авдаг болмоор байна” өмнөх уулзалт буюу наймдугаар сарын 30-наас өнөөдрийг хүртэлх хугацаанд мэргэжлийн хяналтын ерөнхий газраас авч хэрэгжүүлсэн арга хэмжээний талаар танилцуулав
91,"бага насаа бусдын адил ясли, сургуулиар хүмүүжсэн"
92,"ийм хүмүүсийн ажил амьдрал дээр гаргаж байгаа шийдвэрүүд илүү бодитой, үр дүнтэй шийдвэрлэх магадлалтай байдгийг олон судалгаа харуулж байна"
93,вьетнам улсад гэхэд 1 киловатт
94,одоо парист өндөр хамгаалалттай шилэн хоргонд хадгалагддаг цилиндр хэлбэртэй металл хайлшийг килограммын эталонд тооцдог
95,энэхүү арга хэмжээний үеэр монгол улсын засгийн газрыг төлөөлж улсын их хурлын гишүүн а.ундраа хэлсэн үгэндээ
96,хүүхдийн тасагт залуучуудын гавшгайч бригад байгуулж залуу сувилагч нарыг татан ажиллуулсан
97,ингээд хөрөнгө босгох гэж заримыг нь зарсан
98,хараат бус байдлын шагналын эзэн филиппиний сэтгүүлч индая эспина-варонагийн нь эмзэг асуудлуудын талаарх дэлгэрэнгүй сурвалжилга болоод эмэгтэйчүүдийг үзэн ядах
99,энэхүү амжилтыг олон улсын түвшинтэй харьцуулбал 2017 онд дэлхийн улс орнууд боловсролын салбарын төсвийн дунджаар 6.6 хувийг сургуулийн өмнөх боловсролд зарцуулжээ
100,"жишээлбэл, л.энхболд гишүүний нэрийг нүүрсний хулгайн асуудлыг хөндөж, шүүхэд хандсан учраас оруулж ирсэн"
101,статистик сонирхуулбал 2016 оны байдлаар үүссэн нийт дата-ны 90% нь 2016 онд үүссэн байсан бол түүнээс хойш жил болгон 2 дахин нэмэгдсэн байна
102,хятадын хэмнэл 4 нэвтрүүлэг
103,тиймээс хий алдаж байсан хэсгийг чангалах явцдаа тэд метан хийнд хордож ухаан алдсан байна
104,"4 хүүхэд төрүүлж өсгөсөн нь д.алтанцэцэг, д.алтанчимэг, д.алтантуяа, д.алтанхүү нар бөгөөд бидний аав"
105,"түүнчлэн иргэд, оршин суугчид, аж ахуй нэгж үүд уг төслийн бүтээн байгуулалтын ажил, газар чөлөөлөлт, дэд бүтцэд холбогдож амьдрах орчноо сайжруулах,"
106,олон улсын хэмжээнд 4 сарын импортын хэрэгцээг хангах хэмжээнд байх нь хангалттай гэж үздэг байна
107,өнөөдрийн байдлаар тус алдаа 90 гаруй хувьтай засагдсан байна
108,1974 онд төв жаргалант арван жилийн дунд сургуульд элсэн орж 1984 онд төгссөн
109,цагдаагийн байгууллагад олон нийтийн цагдаагаар ажиллахыг хүссэн өргөдөл
110,тэмээний дэргэд өссөн хүүхдүүд тэмээнийхээ тухай юу ярих бол мөнхбат тэмээ сүрлэг сайхан амьтан
111,"монголоор ирэв, ирсэн гэсэн утгатай үг"
112,хэнээс яаж дамжиж ирсэн нь төдийлөн ач холбогдолтой биш
113,"манай бат солюшн партнерс компани монголын дауны холбоо, монголын тусгай олимпын хороотой байнга хамтран ажилладаг"
114,өчигдөр оросын холбооны улсын ерөнхийлөгч владимир путин эх оронд нь айлчилж байгаа америкийн нэгдсэн улсын үндэсний аюулгүй байдлын зөвлөх жон болтоныг кремлийн ордонд хүлээн авч уулзжээ
115,"төсвийн зарлага, тойргийн хөрөнгө оруулалтын тухайд ганц гэгээтэй зүйл гарч байгааг дурдахгүй өнгөрч болохгүй"
116,"тэрбээр “замын ажил ерөнхий төлөвлөгөөний төлөвлөлтөд ороод зураг төсөл нь батлагдаад ажил эхлэхийг мэдсээр байж өөрсдөө дундуур нь орж барилгаа уралдаж барьчхаад, замын ажил хийлгэхгүй, гүйцэтгэгч компаний шаардлагыг биелүүлэхгүй"
117,саяхан цасны ирвэсийн тухай нэвтрүүлэг сонслоо
118,индонез улс нь дэлхийн хамгийн олон муслим хүн амтай улс боловч ганцхан ачех мужид исламын хатуу хууль үйлчилдэг ажээ
119,ийм л юм ярьдаг хүнтэй та хамтарч ажиллах нь дээ
120,эдний нэг нь монгол улсын авилгатай тэмцэх газар юм
121,"тодруулбал, манай улсын ноос, ноолуур, оёмол, сүлжмэл бараа бүтээгдэхүүнийг америкийн нэгдсэн улс руу татваргүй гаргах асуудал"
122,"иргэдийг аливаа гэмт хэрэг, зөрчилд өртөхөөс урьдчилан сэргийлэх, аюулгүй орчин бүрдүүлэх чиглэлээр цагдаагийн байгууллага олон арга хэмжээг авч ажиллаж байгаа билээ"
123,"үл хөдлөх хөрөнгийг физик гарал үүслээр нь байгалийн объект, хүний гараар бий болсон объект гэж хуваан авч үзнэ"
124,бидний оюутан ахуй цаг 90-ээд оны эхэн бол монгол улс зах зээлийн харилцаанд дөнгөж шилжин орж байх үес бөгөөд
125,энэ их бэлгэтэй зүйл болж байна
126,үүнээс харахад богино хэмжээний кино л манайд илүү хөгжөөд байх шиг санагдах юм?
